name,theme,product_code,ageRange,pieceCount,price,minifigureCount,buildHeight,buildWidth,buildDepth,url,date
Eugens Museumssammlung,Animal Crossing™,77056,7+,543.0,79.99,,,,,/de-de/product/blatherss-museum-collection-77056,2025-10-07
Bienchens gemütliches Haus,Animal Crossing™,77058,6+,149.0,19.99,,,,,/de-de/product/goldies-cosy-house-77058,2025-10-07
Kreative Häuser: Jahreszeiten voller Spaß,Animal Crossing™,77057,7+,814.0,89.99,,,,,/de-de/product/creative-houses-seasons-of-fun-77057,2025-10-07
Gerds Wohnwagen & Gärtnerei,Animal Crossing™,77054,7+,263.0,29.99,,,,,/de-de/product/leifs-caravan-garden-shop-77054,2025-10-07
K.K. spielt auf dem Festplatz,Animal Crossing™,77052,7+,550.0,79.99,,,,,/de-de/product/kks-concert-at-the-plaza-77052,2025-10-07
Flieg mit Dodo Airlines,Animal Crossing™,77051,7+,292.0,37.99,,,,,/de-de/product/fly-with-dodo-airlines-77051,2025-10-07
Die Schneiderei der Schneiderschwestern,Animal Crossing™,77055,6+,322.0,39.99,,,,,/de-de/product/able-sisters-clothing-shop-77055,2025-10-07
Besuch von Melinda,Animal Crossing™,77049,6+,389.0,39.99,,,,,/de-de/product/isabelles-house-visit-77049,2025-10-07
Mimmis Outdoor-Spaß,Animal Crossing™,77047,6+,164.0,19.99,,,,,/de-de/product/bunnies-outdoor-activities-77047,2025-10-07
Jimmys Geburtstagsparty,Animal Crossing™,77046,6+,170.0,14.99,,,,,/de-de/product/julians-birthday-party-77046,2025-10-07
Nooks Laden und Sophies Haus,Animal Crossing™,77050,7+,535.0,74.99,,,,,/de-de/product/nooks-cranny-rosies-house-77050,2025-10-07
Sternbeobachtung mit Eufemia,Animal Crossing™,77053,6+,78.0,9.99,,,,,/de-de/product/stargazing-with-celeste-77053,2025-10-07
Käptens Insel-Bootstour,Animal Crossing™,77048,6+,233.0,29.99,,,,,/de-de/product/kappns-island-boat-tour-77048,2025-10-07
Schloss Neuschwanstein,Architecture,21063,18+,3455.0,269.99,,,,,/de-de/product/neuschwanstein-castle-21063,2025-10-07
Notre-Dame de Paris,Architecture,21061,18+,4383.0,229.99,,,,,/de-de/product/notre-dame-de-paris-21061,2025-10-07
Freiheitsstatue,Architecture,21042,16+,1685.0,99.99,,,,,/de-de/product/statue-of-liberty-21042,2025-10-07
Trevi-Brunnen,Architecture,21062,18+,1880.0,159.99,,,,,/de-de/product/trevi-fountain-21062,2025-10-07
London,Architecture,21034,12+,468.0,39.99,,,,,/de-de/product/london-21034,2025-10-07
Burg Himeji,Architecture,21060,18+,2125.0,159.99,,,,,/de-de/product/himeji-castle-21060,2025-10-07
Cheops-Pyramide,Architecture,21058,18+,1476.0,139.99,,,,,/de-de/product/great-pyramid-of-giza-21058,2025-10-07
New York City,Architecture,21028,12+,598.0,49.99,,,,,/de-de/product/new-york-city-21028,2025-10-07
Paris,Architecture,21044,12+,649.0,49.99,,,,,/de-de/product/paris-21044,2025-10-07
Die Milchstraßen-Galaxie,Art,31212,18+,3091.0,199.99,,40.0,65.0,5.0,/de-de/product/the-milky-way-galaxy-31212,2025-10-07
Vincent van Gogh – Sonnenblumen,Art,31215,18+,2615.0,199.99,,54.0,41.0,5.0,/de-de/product/vincent-van-gogh-sunflowers-31215,2025-10-07
Hokusai – Große Welle,Art,31208,18+,1810.0,99.99,,,,,/de-de/product/hokusai-the-great-wave-31208,2025-10-07
Keith Haring – Tanzende Figuren,Art,31216,18+,1773.0,119.99,,,,,/de-de/product/keith-haring-dancing-figures-31216,2025-10-07
Mona Lisa,Art,31213,18+,1503.0,99.99,,,,,/de-de/product/mona-lisa-31213,2025-10-07
LOVE,Art,31214,18+,791.0,79.99,,,,,/de-de/product/love-31214,2025-10-07
Fauna Collection - Tiger,Art,31217,18+,744.0,59.99,,,,,/de-de/product/the-fauna-collection-tiger-31217,2025-10-07
Disney Princess Ultimatives Freundschaftspaket,DOTS,5007204,6+,,84.99,,,,,/de-de/product/disney-princess-ultimate-celebration-bundle-5007204,2025-10-07
Arkham Asylum™,Batman™,76300,18+,2953.0,299.99,16.0,32.0,25.0,26.0,/de-de/product/arkham-asylum-76300,2025-10-07
Batman: Die Zeichentrickserie Gotham City™,Batman™,76271,18+,4210.0,299.99,4.0,41.0,76.0,6.0,/de-de/product/batman-the-animated-series-gotham-city-76271,2025-10-07
Batman™: Batmobil aus der 60er-Jahre-Fernsehserie,Batman™,76328,18+,1822.0,149.99,,,,,/de-de/product/batman-the-classic-tv-series-batmobile-76328,2025-10-07
Batman Forever™ Batmobil,Batman™,76304,12+,909.0,99.99,,,,,/de-de/product/batman-forever-batmobile-76304,2025-10-07
Batman™ Tumbler vs. Two-Face™ & The Joker™,Batman™,76303,8+,429.0,59.99,,,,,/de-de/product/batman-tumbler-vs-two-face-the-joker-76303,2025-10-07
Batman™ Schlüsselanhänger,Batman™,854235,6+,,5.99,,,,,/de-de/product/batman-keyring-854235,2025-10-07
Batman™ 8-in-1-Figur,Batman™,40748,10+,325.0,24.99,,,,,/de-de/product/batman-8in1-figure-40748,2025-10-07
Superman™ Mech vs. Lex Luthor™,Batman™,76302,6+,120.0,14.99,,,,,/de-de/product/superman-mech-vs-lex-luthor-76302,2025-10-07
Batman™ im Batmobil™ vs. Harley Quinn™ und Mr. Freeze™,Batman™,76274,8+,435.0,59.99,,,,,/de-de/product/batman-with-the-batmobile-vs-harley-quinn-and-mr-freeze-76274,2025-10-07
Batgirl™ Schlüsselanhänger,DC,854320,6+,,5.99,,,,,/de-de/product/batgirl-key-chain-854320,2025-10-07
Batman™ Mech,Batman™,76270,6+,140.0,14.99,,,,,/de-de/product/batman-mech-armour-76270,2025-10-07
Batman™ Baufigur mit dem Batpod,Batman™,76273,12+,713.0,74.99,,,,,/de-de/product/batman-construction-figure-and-the-bat-pod-bike-76273,2025-10-07
Harley Quinn™ Schlüsselanhänger,DC,854238,6+,,5.99,,,,,/de-de/product/harley-quinn-keyring-854238,2025-10-07
Joker™ Taschenanhänger,Batman™,5008099,6+,,9.99,,,,,/de-de/product/the-joker-bag-tag-5008099,2025-10-07
Batman™ & Batmobil™ vs. Mr. Freeze™,Batman™,76301,4+,63.0,19.99,,,,,/de-de/product/batman-batmobile-vs-mr-freeze-76301,2025-10-07
Batman™ Taschenanhänger,Batman™,5008101,6+,,9.99,,,,,/de-de/product/batman-bag-tag-5008101,2025-10-07
THE LEGO BATMAN MOVIE HARLEY QUINN GEPÄCKANHÄNGER,Batman™,5005296,6+,,9.99,,,,,/de-de/product/lego-batman-movie-hq-luggage-tag-5005296,2025-10-07
GOTHAM CITY's New Defender,Batman™,5007860,6-10,,8.99,,,,,/de-de/product/gotham-citys-new-defender-book-5007860,2025-10-07
THE LEGO® BATMAN MOVIE – GEPÄCKANHÄNGER,Batman™,5005273,6+,,9.99,,,,,/de-de/product/lego-batman-movie-luggage-tag-5005273,2025-10-07
Blueys Haus,Bluey,11203,4+,382.0,69.99,,,,,/de-de/product/blueys-family-house-11203,2025-10-07
Bluey und Chloe auf dem Spielplatz,Bluey,11201,4+,104.0,19.99,,,,,/de-de/product/playground-fun-with-bluey-and-chloe-11201,2025-10-07
Blueys Strandausflug,Bluey,11202,4+,133.0,29.99,,,,,/de-de/product/blueys-beach-family-car-trip-11202,2025-10-07
Ausflug zur Eisdiele mit Bluey,Bluey,10458,2+,22.0,29.99,,,,,/de-de/product/ice-cream-trip-with-bluey-10458,2025-10-07
Blueys Familienhaus mit Memory-Spiel,DUPLO®,10459,3+,83.0,69.99,,,,,/de-de/product/blueys-family-house-with-memory-game-10459,2025-10-07
Rosa Rosenstrauß,The Botanical Collection,10374,18+,789.0,59.99,,,,,/de-de/product/bouquet-of-pink-roses-10374,2025-10-07
Hibiskus,The Botanical Collection,10372,18+,660.0,69.99,,,,,/de-de/product/hibiscus-10372,2025-10-07
Schöner Rosafarbener Blumenstrauß,The Botanical Collection,10342,18+,749.0,59.99,,,,,/de-de/product/pretty-pink-flower-bouquet-10342,2025-10-07
Japanischer Roter Ahorn – Bonsai-Baum,The Botanical Collection,10348,18+,474.0,59.99,,,,,/de-de/product/japanese-red-maple-bonsai-tree-10348,2025-10-07
Mini-Bonsais,The Botanical Collection,10373,18+,709.0,59.99,,,,,/de-de/product/mini-bonsai-trees-10373,2025-10-07
Weihnachtsgesteck,Sonstiges,40743,12+,433.0,39.99,,,,,/de-de/product/christmas-table-decoration-40743,2025-10-07
Mini-Orchidee,The Botanical Collection,10343,18+,274.0,29.99,,,,,/de-de/product/mini-orchid-10343,2025-10-07
Weihnachtsstern,The Botanical Collection,10370,18+,608.0,49.99,,,,,/de-de/product/poinsettia-10370,2025-10-07
Wildblumenstrauß,The Botanical Collection,10313,18+,939.0,59.99,,,,,/de-de/product/wildflower-bouquet-10313,2025-10-07
Bonsai Baum,The Botanical Collection,10281,18+,878.0,49.99,,18.0,20.0,21.0,/de-de/product/bonsai-tree-10281,2025-10-07
Orchidee,The Botanical Collection,10311,18+,608.0,49.99,,,,,/de-de/product/orchid-10311,2025-10-07
Pflaumenblüte,The Botanical Collection,10369,18+,327.0,29.99,,,,,/de-de/product/plum-blossom-10369,2025-10-07
Blumengesteck,The Botanical Collection,10345,18+,1161.0,109.99,,26.0,31.0,23.0,/de-de/product/flower-arrangement-10345,2025-10-07
Chrysantheme,The Botanical Collection,10368,18+,278.0,29.99,,,,,/de-de/product/chrysanthemum-10368,2025-10-07
Kleiner Sommerstrauß,The Botanical Collection,10347,9+,373.0,29.99,,,,,/de-de/product/petite-sunny-bouquet-10347,2025-10-07
Mini Pflanzen,The Botanical Collection,10329,18+,758.0,49.99,,16.0,10.0,6.0,/de-de/product/tiny-plants-10329,2025-10-07
Glücks-Bambus,The Botanical Collection,10344,18+,325.0,29.99,,,,,/de-de/product/lucky-bamboo-10344,2025-10-07
Blumenstrauß,The Botanical Collection,10280,18+,756.0,59.99,,,,,/de-de/product/flower-bouquet-10280,2025-10-07
Lotusblumen,Sonstiges,40647,8+,220.0,14.99,,,,,/de-de/product/lotus-flowers-40647,2025-10-07
Rosenstrauß,The Botanical Collection,10328,18+,822.0,59.99,,,,,/de-de/product/bouquet-of-roses-10328,2025-10-07
Weihnachtskranz,The Botanical Collection,10340,18+,1194.0,99.99,,,,,/de-de/product/wreath-10340,2025-10-07
Sukkulenten,The Botanical Collection,10309,18+,771.0,49.99,,,,,/de-de/product/succulents-10309,2025-10-07
Botanical Almanac,The Botanical Collection,5008877,6+,,17.99,,,,,/de-de/product/botanical-almanac-book-5008877,2025-10-07
Fröhliche Pflanzen,The Botanical Collection,10349,9+,217.0,19.99,,,,,/de-de/product/happy-plants-10349,2025-10-07
Narzissen,Sonstiges,40747,8+,216.0,14.99,,,,,/de-de/product/daffodils-40747,2025-10-07
Botanical Spielkarten,The Botanical Collection,5008974,6+,,17.99,,,,,/de-de/product/botanical-playing-cards-5008974,2025-10-07
Kirschblüten,Sonstiges,40725,8+,430.0,14.99,,,,,/de-de/product/cherry-blossoms-40725,2025-10-07
Sonnenblumen,Sonstiges,40524,8+,191.0,14.99,,,,,/de-de/product/sunflowers-40524,2025-10-07
Spielspaß mit Braille – Deutsches Alphabet,Sonstiges,40722,6+,287.0,89.99,,,,,/de-de/product/play-with-braille-german-alphabet-40722,2025-10-07
Spielspaß mit Braille – Italienisches Alphabet,Sonstiges,40723,6+,287.0,89.99,,,,,/de-de/product/play-with-braille-italian-alphabet-40723,2025-10-07
Spielspaß mit Braille – Spanisches Alphabet,Sonstiges,40724,6+,287.0,89.99,,,,,/de-de/product/play-with-braille-spanish-alphabet-40724,2025-10-07
Spielspaß mit Braille – Französisches Alphabet,Sonstiges,40655,6+,287.0,89.99,,,,,/de-de/product/play-with-braille-french-40655,2025-10-07
Spielspaß mit Braille – Englisches Alphabet,Sonstiges,40656,6+,287.0,89.99,,,,,/de-de/product/play-with-braille-english-40656,2025-10-07
"Mike, Dustin, Lucas und Will Figuren",Stranger Things,40801,10+,542.0,39.99,,,,,/de-de/product/mike-dustin-lucas-and-will-figures-40801,2025-10-07
Drift und Raven Figuren,LEGO® Fortnite,40884,10+,280.0,19.99,,,,,/de-de/product/drift-raven-figures-40884,2025-10-07
Elphaba und Glinda Figuren,Wicked,40794,10+,325.0,19.99,,,,,/de-de/product/elphaba-glinda-figures-40794,2025-10-07
Luna Lovegood™ & Thestral Figuren,BrickHeadz,40802,10+,292.0,19.99,,,,,/de-de/product/luna-lovegood-thestral-figures-40802,2025-10-07
Monkey D. Luffy Figur,BrickHeadz,40799,10+,136.0,9.99,,,,,/de-de/product/monkey-d-luffy-figure-40799,2025-10-07
Buggy der Clown Figur,BrickHeadz,40800,10+,176.0,9.99,,,,,/de-de/product/buggy-the-clown-figure-40800,2025-10-07
Figuren aus Harry Potter und der Feuerkelch,BrickHeadz,40791,10+,671.0,49.99,,,,,/de-de/product/the-goblet-of-fire-figures-40791,2025-10-07
Luke Skywalker™ (Rebellenpilot),Star Wars™,40795,10+,138.0,9.99,,,,,/de-de/product/luke-skywalker-rebel-pilot-40795,2025-10-07
Groot im Topf,Marvel,40671,10+,113.0,9.99,,,,,/de-de/product/potted-groot-40671,2025-10-07
Tom & Jerry Figuren,BrickHeadz,40793,10+,212.0,14.99,,,,,/de-de/product/tom-jerry-figures-40793,2025-10-07
Dumbo,BrickHeadz,40792,10+,176.0,9.99,,,,,/de-de/product/dumbo-40792,2025-10-07
I-Aah,BrickHeadz,40797,10+,156.0,9.99,,,,,/de-de/product/eeyore-40797,2025-10-07
Stitch,BrickHeadz,40674,10+,152.0,9.99,,,,,/de-de/product/stitch-40674,2025-10-07
Helden und Bösewichte aus Die Rache der Sith,Star Wars™,40796,10+,656.0,49.99,,,,,/de-de/product/revenge-of-the-sith-heroes-villains-40796,2025-10-07
EVE und WALL•E,BrickHeadz,40619,10+,155.0,14.99,,,,,/de-de/product/eve-walle-40619,2025-10-07
Klon Commander Cody™,Star Wars™,40675,10+,147.0,9.99,,,,,/de-de/product/clone-commander-cody-40675,2025-10-07
Obi-Wan Kenobi™ & Darth Vader™,Star Wars™,40547,10+,260.0,19.99,,,,,/de-de/product/obi-wan-kenobi-darth-vader-40547,2025-10-07
Iron Spider-Man,Marvel,40670,10+,91.0,9.99,,,,,/de-de/product/iron-spider-man-40670,2025-10-07
Bumblebee Mech & Fahrzeug,BrickHeadz,40804,10+,253.0,19.99,,,,,/de-de/product/bumblebee-robot-vehicle-40804,2025-10-07
Optimus Prime Mech & Fahrzeug,BrickHeadz,40803,10+,237.0,19.99,,,,,/de-de/product/optimus-prime-robot-vehicle-40803,2025-10-07
Wednesday und Enid,LEGO® Wednesday Sets,40750,10+,239.0,19.99,,,,,/de-de/product/wednesday-enid-40750,2025-10-07
Roter Panda Mei,BrickHeadz,40798,10+,121.0,9.99,,,,,/de-de/product/red-panda-mei-40798,2025-10-07
Iron Man MK5,Marvel,40669,10+,101.0,9.99,,,,,/de-de/product/iron-man-mk5-figure-40669,2025-10-07
"Freude, Kummer und Zweifel",BrickHeadz,40749,10+,300.0,19.99,,,,,/de-de/product/joy-sadness-anxiety-40749,2025-10-07
"Carl, Russell und Kevin",BrickHeadz,40752,10+,308.0,19.99,,,,,/de-de/product/carl-russell-kevin-40752,2025-10-07
Captain America & Red Hulk,BrickHeadz,40668,10+,202.0,19.99,,,,,/de-de/product/captain-america-red-hulk-figures-40668,2025-10-07
Mirabel Madrigal,BrickHeadz,40753,10+,179.0,9.99,,,,,/de-de/product/mirabel-madrigal-40753,2025-10-07
Cruella und Maleficent,BrickHeadz,40620,10+,320.0,19.99,,,,,/de-de/product/cruella-maleficent-40620,2025-10-07
Der City Turm,City,60473,8+,1941.0,199.99,7.0,49.0,48.0,44.0,/de-de/product/the-city-tower-60473,2025-10-07
Arktis-Polarexpress,City,60470,7+,1517.0,199.99,,,,,/de-de/product/explorers-arctic-polar-express-train-60470,2025-10-07
Abenteuer-Wohnmobil,City,60454,6+,385.0,29.99,,,,,/de-de/product/holiday-adventure-camper-van-60454,2025-10-07
LEGO® City Adventskalender 2025,City,60475,5+,186.0,26.99,,,,,/de-de/product/lego-city-advent-calendar-2025-60475,2025-10-07
Sattelzug,City,60440,8+,1061.0,99.99,,,,,/de-de/product/yellow-delivery-truck-60440,2025-10-07
Hauptbahnhof,City,60469,7+,752.0,89.99,,,,,/de-de/product/central-train-station-60469,2025-10-07
Notfallrettungsflugzeug,City,60465,6+,403.0,49.99,,,,,/de-de/product/emergency-air-ambulance-airplane-60465,2025-10-07
F1® Transporter mit RB20 & AMR24 F1® Rennautos,City,60445,8+,1086.0,99.99,,,,,/de-de/product/f1-truck-with-rb20-amr24-f1-cars-60445,2025-10-07
Donut Truck,City,60452,5+,196.0,19.99,,,,,/de-de/product/donut-truck-60452,2025-10-07
Schrottplatz mit Autos,City,60472,7+,871.0,79.99,,,,,/de-de/product/scrapyard-with-cars-60472,2025-10-07
Arktis-Truck mit Labor,City,60471,8+,1064.0,109.99,,,,,/de-de/product/arctic-explorer-science-lab-truck-60471,2025-10-07
Blauer Monstertruck,City,60402,5+,148.0,14.99,,,,,/de-de/product/blue-monster-truck-60402,2025-10-07
Personen-Schnellzug,City,60337,7+,764.0,159.99,,,,,/de-de/product/express-passenger-train-60337,2025-10-07
Polizeistation,City,60316,6+,668.0,64.99,,,,,/de-de/product/police-station-60316,2025-10-07
"Kombinationsset mit Hubschrauber, Löschauto und U-Boot",City,60462,7+,874.0,59.99,,,,,/de-de/product/helicopter-fire-truck-submarine-remix-60462,2025-10-07
Traktor mit Anhänger,City,60461,4+,116.0,19.99,,,,,/de-de/product/red-farm-tractor-with-trailer-sheep-60461,2025-10-07
Feuerwehrstation mit Drehleiterfahrzeug,City,60414,6+,843.0,79.99,,,,,/de-de/product/fire-station-with-fire-truck-60414,2025-10-07
Weltraumlabor,City,60439,6+,560.0,39.99,,,,,/de-de/product/space-science-lab-60439,2025-10-07
Polizeiwerkstatt,City,60457,6+,489.0,49.99,,,,,/de-de/product/custom-police-car-garage-60457,2025-10-07
Straßenbahn mit Haltestelle,City,60423,7+,811.0,89.99,,,,,/de-de/product/downtown-streetcar-and-station-60423,2025-10-07
Straßenkreuzung mit Ampeln,City,60304,5+,112.0,19.99,,13.0,44.0,38.0,/de-de/product/road-plates-60304,2025-10-07
Galaxie Raumschiff,City,60446,7+,717.0,79.99,,,,,/de-de/product/modular-galactic-spaceship-60446,2025-10-07
Güterzug,Powered UP,60198,6-12,1226.0,189.99,,,,,/de-de/product/cargo-train-60198,2025-10-07
Verfolgungsjagd im Polizeigeländewagen,City,60449,6+,467.0,39.99,,,,,/de-de/product/off-road-police-car-chase-60449,2025-10-07
Arktis-Forschungsschiff,City,60368,7+,815.0,149.99,,,,,/de-de/product/arctic-explorer-ship-60368,2025-10-07
Gelber Bulldozer,City,60466,8+,682.0,59.99,,,,,/de-de/product/yellow-bulldozer-60466,2025-10-07
Straßenwalze,City,60401,5+,78.0,9.99,,,,,/de-de/product/construction-steamroller-60401,2025-10-07
Hafen mit Frachtschiff,City,60422,8+,1226.0,109.99,,,,,/de-de/product/seaside-harbor-with-cargo-ship-60422,2025-10-07
Polizeistation auf der Gefängnisinsel,City,60419,7+,980.0,99.99,,,,,/de-de/product/police-prison-island-60419,2025-10-07
Rettungswagen,City,60451,5+,184.0,19.99,,,,,/de-de/product/emergency-ambulance-60451,2025-10-07
Offroad Geländewagen,City,60447,6+,221.0,19.99,,,,,/de-de/product/off-road-4x4-mountain-truck-60447,2025-10-07
Verfolgungsjagd im Polizeiboot,City,60456,6+,264.0,29.99,,,,,/de-de/product/police-boat-chase-60456,2025-10-07
Passagierflugzeug,City,60367,7+,913.0,99.99,,,,,/de-de/product/passenger-airplane-60367,2025-10-07
Feuerwehrgeländewagen mit Rettungsboot,City,60412,5+,301.0,29.99,,,,,/de-de/product/4x4-fire-truck-with-rescue-boat-60412,2025-10-07
Raupenbagger,City,60420,8+,633.0,54.99,,,,,/de-de/product/yellow-construction-excavator-60420,2025-10-07
Autotransporter mit Sportwagen,City,60408,7+,998.0,99.99,,,,,/de-de/product/car-transporter-truck-with-sports-cars-60408,2025-10-07
Weichen,City,60238,5-12,8.0,19.99,,,,,/de-de/product/switch-tracks-60238,2025-10-07
Verfolgungsjagd mit dem Polizeimotorrad,City,60455,4+,65.0,9.99,,,,,/de-de/product/police-motorcycle-chase-60455,2025-10-07
Burger-Truck,City,60404,5+,194.0,19.99,,,,,/de-de/product/burger-truck-60404,2025-10-07
Schwerlast-Abschleppwagen mit Kran,City,60467,8+,793.0,79.99,,,,,/de-de/product/heavy-duty-recovery-tow-truck-with-crane-60467,2025-10-07
Feuerwehrhubschrauber,City,60411,5+,85.0,9.99,,,,,/de-de/product/fire-rescue-helicopter-60411,2025-10-07
Achterbahn mit Roboter-Mech,City,60421,8+,986.0,99.99,,,,,/de-de/product/robot-world-roller-coaster-park-60421,2025-10-07
Roter Sportwagen,City,60448,5+,109.0,9.99,,,,,/de-de/product/red-sports-car-60448,2025-10-07
Polizeiauto,City,60312,5+,94.0,9.99,,,,,/de-de/product/police-car-60312,2025-10-07
Löschflugzeug,City,60413,6+,478.0,59.99,,,,,/de-de/product/fire-rescue-plane-60413,2025-10-07
Dschungelforscher-Hubschrauber,City,60437,8+,881.0,99.99,,,,,/de-de/product/jungle-explorer-helicopter-at-base-camp-60437,2025-10-07
Einsatzleitwagen der Feuerwehr,City,60374,7+,502.0,54.99,,,,,/de-de/product/fire-command-truck-60374,2025-10-07
Mobiles Polizeihunde-Training,City,60369,5+,197.0,19.99,,,,,/de-de/product/mobile-police-dog-training-60369,2025-10-07
Doppeldeckerbus,City,60407,7+,384.0,29.99,,,,,/de-de/product/red-double-decker-sightseeing-bus-60407,2025-10-07
Feuerwehrboot,City,60373,5+,144.0,19.99,,,,,/de-de/product/fire-rescue-boat-60373,2025-10-07
Raumbasis mit Startrampe,City,60434,8+,1422.0,139.99,,,,,/de-de/product/space-base-and-rocket-launchpad-60434,2025-10-07
Polizeitruck mit Labor,City,60418,7+,674.0,54.99,,,,,/de-de/product/police-mobile-crime-lab-truck-60418,2025-10-07
Keine Limits: Seifenkistenrennen mit Rampe,City,60460,6+,436.0,49.99,,,,,/de-de/product/no-limits-race-car-ramp-track-60460,2025-10-07
Einsatzfahrzeug der Rettungsschwimmer,City,60453,6+,214.0,24.99,,,,,/de-de/product/lifeguard-beach-rescue-truck-60453,2025-10-07
Bergung eines Asteroiden im Weltall,City,60429,4+,126.0,19.99,,,,,/de-de/product/spaceship-and-asteroid-discovery-60429,2025-10-07
F1® Boxenstopp mit Boxencrew und Ferrari Flitzer,City,60443,6+,322.0,29.99,,,,,/de-de/product/f1-pit-stop-pit-crew-with-ferrari-car-60443,2025-10-07
Weltraum-Rover mit Außerirdischen,City,60431,6+,311.0,29.99,,,,,/de-de/product/space-explorer-rover-and-alien-life-60431,2025-10-07
Dschungelforscher-Truck,City,60426,6+,314.0,29.99,,,,,/de-de/product/jungle-explorer-off-road-truck-60426,2025-10-07
F1® Startaufstellung mit VCARB & Sauber Rennautos,City,60474,6+,313.0,29.99,,,,,/de-de/product/f1-grid-with-vcarb-sauber-race-cars-60474,2025-10-07
F1® Garage mit Mercedes-AMG & Alpine Rennautos,City,60444,7+,678.0,79.99,,,,,/de-de/product/f1-garage-mercedes-amg-alpine-cars-60444,2025-10-07
Feuerwehrleiterfahrzeug,City,60463,4+,82.0,19.99,,,,,/de-de/product/fire-ladder-truck-60463,2025-10-07
Verfolgungsjagd mit Polizeiauto und Muscle Car,City,60415,6+,213.0,19.99,,,,,/de-de/product/police-car-and-muscle-car-chase-60415,2025-10-07
Go-Karts mit Rennfahrern,City,60400,5+,99.0,9.99,,,,,/de-de/product/go-karts-and-race-drivers-60400,2025-10-07
Flugzeug vs. Krankenhausbett,City,60459,5+,70.0,9.99,,,,,/de-de/product/airplane-vs-hospital-bed-race-car-pack-60459,2025-10-07
Baufahrzeuge und Kran mit Abrissbirne,City,60391,4+,235.0,49.99,,,,,/de-de/product/construction-trucks-and-wrecking-ball-crane-60391,2025-10-07
Autotransporter mit Rennwagen,City,60406,6+,328.0,29.99,,,,,/de-de/product/race-car-and-car-carrier-truck-60406,2025-10-07
Pizzalieferwagen vs. Löschauto,City,60458,5+,70.0,9.99,,,,,/de-de/product/pizza-vs-fire-truck-race-car-pack-60458,2025-10-07
Raumschiff,City,60430,6+,240.0,19.99,,,,,/de-de/product/interstellar-spaceship-60430,2025-10-07
F1® Rennfahrer mit McLaren Rennauto,City,60442,6+,86.0,12.99,,,,,/de-de/product/f1-driver-with-mclaren-race-car-60442,2025-10-07
Mobiler Baukran,City,60409,9+,1116.0,109.99,,,,,/de-de/product/yellow-mobile-construction-crane-60409,2025-10-07
Schienen,City,60205,5-12,20.0,19.99,,,,,/de-de/product/tracks-60205,2025-10-07
F1® Williams Racing und Haas F1® Rennautos,City,60464,4+,92.0,19.99,,,,,/de-de/product/f1-williams-racing-haas-f1-race-cars-60464,2025-10-07
Brotzeittasche – Weltraumspaziergang,City,5008684,3+,,22.0,,,,,/de-de/product/lunch-bag-space-walk-5008684,2025-10-07
Abschleppwagen mit Sportauto,City,60435,4+,101.0,19.99,,,,,/de-de/product/tow-truck-and-sports-car-repair-60435,2025-10-07
Modulare Raumstation,City,60433,7+,1097.0,99.99,,,,,/de-de/product/modular-space-station-60433,2025-10-07
Rennfahrzeuge Kombiset,City,60395,6+,362.0,29.99,,,,,/de-de/product/combo-race-pack-60395,2025-10-07
Build Your Own Adventure,City,5006806,6+,,19.99,,,,,/de-de/product/build-your-own-adventure-5006806,2025-10-07
Hilfe für Jedermann!,City,5007362,6+,,7.99,,,,,/de-de/product/hilfe-fur-jedermann-5007362,2025-10-07
Feuerwehraxt,City,854035,6+,,9.99,,,,,/de-de/product/heavy-duty-fire-axe-854035,2025-10-07
Rätselspaß für Retter in der Not,City,5007359,6+,,4.99,,,,,/de-de/product/ratselspa-fur-retter-in-der-not-5007359,2025-10-07
Stop the Fire!,City,5007369,6+,,8.99,,,,,/de-de/product/stop-the-fire-5007369,2025-10-07
Krankenschwester-Taschenanhänger,City,5006371,6+,,7.99,,,,,/de-de/product/nurse-bag-tag-5006371,2025-10-07
LEGO® Mittelgroße Bausteine-Box,Classic,10696,4-99,484.0,29.99,,,,,/de-de/product/lego-medium-creative-brick-box-10696,2025-10-07
LEGO® Große Bausteine-Box,Classic,10698,4-99,790.0,49.99,,,,,/de-de/product/lego-large-creative-brick-box-10698,2025-10-07
LEGO® Bunte Bausteine-Box,Classic,11038,4+,850.0,49.99,,,,,/de-de/product/vibrant-creative-brick-box-11038,2025-10-07
Grüne Bauplatte,Classic,11023,4+,1.0,8.99,,,,,/de-de/product/green-baseplate-11023,2025-10-07
Kreative Dinosaurier,Classic,11041,5+,450.0,34.99,,,,,/de-de/product/creative-dinosaurs-11041,2025-10-07
Kreative Fahrzeuge,Classic,11036,5+,900.0,54.99,,,,,/de-de/product/creative-vehicles-11036,2025-10-07
Kreativer Snack Bauspaß,Classic,11039,4+,150.0,9.99,,,,,/de-de/product/creative-food-friends-11039,2025-10-07
Zauberbox mit durchsichtigen Steinen,Classic,11040,5+,340.0,19.99,,,,,/de-de/product/magical-transparent-box-11040,2025-10-07
Kreativset zum Bauen und Spielen,Classic,11044,5+,750.0,49.99,,,,,/de-de/product/creative-build-and-play-box-11044,2025-10-07
Blaue Bauplatte,Classic,11025,4+,1.0,8.99,,,,,/de-de/product/blue-baseplate-11025,2025-10-07
LEGO® Bausteine Starterkoffer - Farben sortieren,Classic,10713,4-99,213.0,19.99,,,,,/de-de/product/creative-suitcase-10713,2025-10-07
Weiße Bauplatte,Classic,11026,4+,1.0,8.99,,,,,/de-de/product/white-baseplate-11026,2025-10-07
