name,theme,product_code,ageRange,pieceCount,price,minifigureCount,buildHeight,buildWidth,buildDepth,url,date
Elfen-Klubhaus,Creator Expert,10275,18+,1197.0,89.99,,"H: 9"" (22cm)","T: 6"" (13cm)",,/de-de/product/elf-club-house-10275,2022-03-22
Blumenstrauß,Creator Expert,10280,18+,756.0,49.99,,,,,/de-de/product/flower-bouquet-10280,2022-03-22
Bonsai Baum,Creator Expert,10281,18+,878.0,49.99,,"H: 8"" (18cm)","B: 8"" (20cm)","T: 9"" (21cm)",/de-de/product/bonsai-tree-10281,2022-03-22
Hochgeschwindigkeitszug,Creator Expert,40518,7+,284.0,19.99,,,,,/de-de/product/high-speed-train-40518,2022-03-22
Die Zeitmaschine aus Zurück in die Zukunft,Creator Expert,10300,18+,1872.0,169.99,,"H: 5"" (12cm)","B: 8"" (19cm)","T: 14"" (35cm)",/de-de/product/back-to-the-future-time-machine-10300,2022-03-22
LEGO® Titanic,Creator Expert,10294,18+,9090.0,629.99,,"H: 18"" (44cm)","B: 7"" (16cm)","T: 54"" (135cm)",/de-de/product/lego-titanic-10294,2022-03-22
Superman™ Schlüsselanhänger,DC,853952,6+,,4.99,,,,,/de-de/product/superman-keyring-853952,2022-03-22
Arielles Unterwasserschloss,Disney™,43207,6+,498.0,84.99,,,,,/de-de/product/ariel-s-underwater-palace-43207,2022-03-22
Elsa und Nokks Eisstall,Disney™,43209,4+,53.0,14.99,,,,,/de-de/product/elsa-and-the-nokk-s-ice-stable-43209,2022-03-22
Der Eispalast,Disney™,43197,14+,1709.0,209.99,,,,,/de-de/product/the-ice-castle-43197,2022-03-22
Micky Maus und Minnie Maus,Disney™,43179,18+,1739.0,179.99,,"H: 15"" (36cm)","B: 8"" (19cm)","T: 7"" (17cm)",/de-de/product/mickey-mouse-minnie-mouse-buildable-characters-43179,2022-03-22
Winnie Puh,Disney™,21326,18+,1265.0,99.99,,"H: 10"" (24cm)","B: 8"" (18cm)","T: 9"" (22cm)",/de-de/product/winnie-the-pooh-21326,2022-03-22
Das Disney Schloss,Disney™,71040,16+,4080.0,349.99,,,,,/de-de/product/the-disney-castle-71040,2022-03-22
Disney's Mickey Mouse,Disney™,31202,18+,2658.0,119.99,,,,,/de-de/product/disney-s-mickey-mouse-31202,2022-03-22
Belles Schloss,Disney™,43196,6+,505.0,84.99,,"H: 11"" (27cm)","B: 13"" (32cm)",,/de-de/product/belle-and-the-beast-s-castle-43196,2022-03-22
Rapunzels Turm,Disney™,43187,6+,369.0,59.99,,,,,/de-de/product/rapunzel-s-tower-43187,2022-03-22
Belles und Rapunzels königliche Ställe,Disney™,43195,5+,239.0,49.99,,"H: 10"" (24cm)","B: 13"" (33cm)","T: 3"" (7cm)",/de-de/product/belle-and-rapunzel-s-royal-stables-43195,2022-03-22
Das Haus der Madrigals,Disney™,43202,6+,587.0,49.99,,,,,/de-de/product/the-madrigal-house-43202,2022-03-22
Elsas Eispalast,Disney™,10899,2+,59.0,49.99,,,,,/de-de/product/frozen-ice-castle-10899,2022-03-22
Mickys Feuerwehrstation und Feuerwehrauto,Disney™,10776,4+,144.0,49.99,,,,,/de-de/product/mickey-friends-fire-truck-station-10776,2022-03-22
Minnies Haus mit Café,Disney™,10942,2+,91.0,49.99,,,,,/de-de/product/minnie-s-house-and-cafe-10942,2022-03-22
Annas und Elsas Wintermärchen,Disney™,43194,4+,154.0,39.99,,"H: 10"" (23cm)","B: 6"" (13cm)",,/de-de/product/anna-and-elsa-s-frozen-wonderland-43194,2022-03-22
Cinderellas königliche Kutsche,Disney™,43192,6+,237.0,39.99,,,,,/de-de/product/cinderella-s-royal-carriage-43192,2022-03-22
Elsas Schmuckkästchen,Die Eiskönigin,41168,6+,300.0,39.99,,,,,/de-de/product/elsa-s-jewelry-box-creation-41168,2022-03-22
Jasmins und Mulans Abenteuer,Disney™,43208,5+,176.0,39.99,,,,,/de-de/product/jasmine-and-mulan-s-adventure-43208,2022-03-22
Elsa und die Rentierkutsche,Die Eiskönigin,41166,4+,116.0,29.99,,,,,/de-de/product/elsa-s-wagon-adventure-41166,2022-03-22
Mickys und Donald Duck's Farm,Disney™,10775,4+,118.0,29.99,,,,,/de-de/product/mickey-mouse-donald-duck-s-farm-10775,2022-03-22
Mickys und Minnies Geburtstagszug,Disney™,10941,2+,22.0,29.99,,,,,/de-de/product/mickey-minnie-birthday-train-10941,2022-03-22
"Märchenbuch Abenteuer mit Arielle, Belle, Cinderella und Tiana",Disney™,43193,5+,130.0,24.99,,"H: 4"" (8cm)","B: 10"" (23cm)","T: 5"" (12cm)",/de-de/product/ariel-belle-cinderella-and-tiana-s-storybook-adventures-43193,2022-03-22
Antonios magische Tür,Disney™,43200,5+,99.0,19.99,,,,,/de-de/product/antonio-s-magical-door-43200,2022-03-22
Belles Ballsaal,Disney™,10960,2+,23.0,19.99,,,,,/de-de/product/belle-s-ballroom-10960,2022-03-22
Elsas Märchenbuch,Disney™,43189,5+,125.0,19.99,,,,,/de-de/product/elsa-and-the-nokk-storybook-adventures-43189,2022-03-22
Elsas und Olafs Eis-Café,Disney™,10920,2+,17.0,19.99,,,,,/de-de/product/elsa-and-olaf-s-tea-party-10920,2022-03-22
Mickys und Minnies Weltraumrakete,Disney™,10774,4+,88.0,19.99,,,,,/de-de/product/mickey-mouse-minnie-mouse-s-space-rocket-10774,2022-03-22
Minnies Eisdiele,Disney™,10773,4+,100.0,19.99,,,,,/de-de/product/minnie-mouse-s-ice-cream-shop-10773,2022-03-22
Annas Schlosshof,Disney™,43198,5+,74.0,9.99,,,,,/de-de/product/anna-s-castle-courtyard-43198,2022-03-22
Elsas Schlosshof,Disney™,43199,5+,53.0,9.99,,,,,/de-de/product/elsa-s-castle-courtyard-43199,2022-03-22
Mickys Propellerflugzeug,Disney™,10772,4+,59.0,9.99,,,,,/de-de/product/mickey-mouse-s-propeller-plane-10772,2022-03-22
Goofy Key Chain,Disney™,854196,6+,,4.99,,,,,/de-de/product/goofy-keyring-854196,2022-03-22
I-Aah Schlüsselanhänger,Disney™,854203,6+,,4.99,,,,,/de-de/product/eeyore-keyring-854203,2022-03-22
Tigger,Disney™,854193,6+,,4.99,,,,,/de-de/product/tigger-854193,2022-03-22
Winnie Puuh Schlüsselanhänger,Disney™,854191,6+,,4.99,,,,,/de-de/product/winnie-the-pooh-keyring-854191,2022-03-22
Enchanted Treasury,Disney™,5006808,6+,,14.99,,,,,/de-de/product/enchanted-treasury-5006808,2022-03-22
LEGO® ǀ Disney Prinzessin Rätselabenteuer,Disney™,5005946,4+,,7.99,,,,,/de-de/product/lego-disney-prinzessin-ratselabenteuer-5005946,2022-03-22
Micky Schlüsselanhänger,Disney™,853998,6+,,4.99,,,,,/de-de/product/mickey-keyring-853998,2022-03-22
Schlüsselanhänger mit Daisy Duck,Disney™,854112,6+,,4.99,,,,,/de-de/product/daisy-duck-keyring-854112,2022-03-22
Schlüsselanhänger mit Donald Duck,Disney™,854111,6+,,4.99,,,,,/de-de/product/donald-duck-keyring-854111,2022-03-22
Kleines Disney Schloss,Disney™,40478,12+,567.0,34.99,,,,,/de-de/product/mini-disney-castle-40478,2022-03-22
Isabelas magische Tür,Disney™,43201,5+,114.0,19.99,,,,,/de-de/product/isabela-s-magical-door-43201,2022-03-22
LEGO® l Disney Princess™ Build Your Own Adventure,Disney™,5005655,7+,,22.0,,,,,/de-de/product/lego-l-disney-princess-build-your-own-adventure-5005655,2022-03-22
Minnie Schlüsselanhänger,Disney™,853999,6+,,4.99,,,,,/de-de/product/minnie-keyring-853999,2022-03-22
Großes Message-Board,DOTS,41952,8+,943.0,39.99,,,,,/de-de/product/big-message-board-41952,2022-03-22
Taschenanhänger Kreativset,DOTS,41949,6+,228.0,29.99,,,,,/de-de/product/bag-tags-mega-pack-messaging-41949,2022-03-22
Ergänzungsset XXL – Botschaften,DOTS,41950,6+,722.0,19.99,,,,,/de-de/product/lots-of-dots-lettering-41950,2022-03-22
Message Board,DOTS,41951,6+,531.0,19.99,,,,,/de-de/product/message-board-41951,2022-03-22
Abenteuer Freundschaftsarmbänder,DOTS,41918,6+,34.0,6.99,,,,,/de-de/product/adventure-bracelets-41918,2022-03-22
Kaktus Armband,DOTS,41922,6+,33.0,6.99,,,,,/de-de/product/cool-cactus-bracelet-41922,2022-03-22
Musik Armband,DOTS,41933,6+,33.0,6.99,,,,,/de-de/product/music-bracelet-41933,2022-03-22
Taschenanhänger Drache,DOTS,41939,6+,82.0,6.99,,,,,/de-de/product/bag-tag-dragon-41939,2022-03-22
Taschenanhänger Einhorn,DOTS,41940,6+,80.0,6.99,,,,,/de-de/product/bag-tag-unicorn-41940,2022-03-22
Taschenanhänger Hund,DOTS,41927,6+,84.0,6.99,,,,,/de-de/product/bag-tag-dog-41927,2022-03-22
Taschenanhänger Leopard,DOTS,41929,6+,84.0,6.99,,,,,/de-de/product/bag-tag-leopard-41929,2022-03-22
Taschenanhänger Narwal,DOTS,41928,6+,85.0,6.99,,,,,/de-de/product/bag-tag-narwhal-41928,2022-03-22
Ergänzungsset Geheimnisse,DOTS,41921,6+,107.0,3.99,,,,,/de-de/product/extra-dots-series-3-41921,2022-03-22
Ergänzungsset Tiergesichter,DOTS,41931,6+,105.0,3.99,,,,,/de-de/product/extra-dots-series-4-41931,2022-03-22
Ergänzungsset Urlaub,DOTS,41932,6+,120.0,3.99,,,,,/de-de/product/extra-dots-series-5-41932,2022-03-22
Ultimatives Designer-Set,DOTS,41938,7+,849.0,39.99,,,,,/de-de/product/creative-designer-box-41938,2022-03-22
Kreativset Sommerspaß,DOTS,41937,6+,441.0,29.99,,,,,/de-de/product/multi-pack-summer-vibes-41937,2022-03-22
Bananen Stiftehalter,DOTS,41948,6+,438.0,19.99,,,,,/de-de/product/cute-banana-pen-holder-41948,2022-03-22
Ergänzungsset XXL,DOTS,41935,6+,1040.0,19.99,,,,,/de-de/product/lots-of-dots-41935,2022-03-22
Raketen Stiftehalter,DOTS,41936,6+,321.0,19.99,,,,,/de-de/product/pencil-holder-41936,2022-03-22
Candy Kitty Armband & Taschenanhänger,DOTS,41944,6+,188.0,14.99,,,,,/de-de/product/candy-kitty-bracelet-bag-tag-41944,2022-03-22
Neon-Tiger Armband & Taschenanhänger,DOTS,41945,6+,188.0,14.99,,,,,/de-de/product/neon-tiger-bracelet-bag-tag-41945,2022-03-22
Gaming Armband mit Anhängern,DOTS,41943,6+,37.0,6.99,,,,,/de-de/product/gamer-bracelet-with-charms-41943,2022-03-22
Ozean Armband mit Anhängern,DOTS,41942,6+,36.0,6.99,,,,,/de-de/product/into-the-deep-bracelets-with-charms-41942,2022-03-22
DOTS Mini Bilderrahmen,DOTS,30556,6+,85.0,3.99,,,,,/de-de/product/dots-mini-frame-30556,2022-03-22
Ergänzungsset Emojis,DOTS,41946,6+,118.0,3.99,,,,,/de-de/product/extra-dots-series-6-41946,2022-03-22
Feuerwehrwache mit Hubschrauber,DUPLO®,10970,2+,117.0,89.99,,,,,/de-de/product/fire-station-helicopter-10970,2022-03-22
Polizeistation mit Hubschrauber,DUPLO®,10959,2+,40.0,49.99,,,,,/de-de/product/police-station-helicopter-10959,2022-03-22
Arztbesuch,DUPLO®,10968,2+,34.0,19.99,,,,,/de-de/product/doctor-visit-10968,2022-03-22
LEGO® DUPLO® Bauplatte in Grün,DUPLO®,10980,1½+,1.0,14.99,,,,,/de-de/product/lego-duplo-green-building-plate-10980,2022-03-22
Polizeimotorrad,DUPLO®,10967,2+,5.0,9.99,,,,,/de-de/product/police-motorcycle-10967,2022-03-22
Kreative Geburtstagsparty,DUPLO®,10958,1½+,200.0,59.99,,,,,/de-de/product/creative-birthday-party-10958,2022-03-22
Meine riesige Welt,LEGO® Education,45028,2-6,480.0,269.99,,,,,/de-de/product/lego-education-my-xl-world-45028,2022-03-22
Röhren,LEGO® Education,45026,3-6,150.0,154.99,,,,,/de-de/product/tubes-45026,2022-03-22
Große Baustelle mit Licht und Ton,DUPLO®,10933,2+,123.0,129.99,,,,,/de-de/product/tower-crane-construction-10933,2022-03-22
Erlebnispark,DUPLO®,10956,2+,95.0,119.99,,,,,/de-de/product/amusement-park-10956,2022-03-22
Güterzug,DUPLO®,10875,2-5,105.0,119.99,,,,,/de-de/product/cargo-train-10875,2022-03-22
Glückliche Kindheitsmomente,DUPLO®,10943,2+,227.0,99.99,,,,,/de-de/product/happy-childhood-moments-10943,2022-03-22
Parkhaus mit Autowaschanlage,DUPLO®,10948,2+,112.0,99.99,,,,,/de-de/product/parking-garage-and-car-wash-10948,2022-03-22
"Scheune, Traktor und Tierpflege",DUPLO®,10952,2+,97.0,69.99,,,,,/de-de/product/barn-tractor-farm-animal-care-10952,2022-03-22
LEGO® DUPLO® Bausteine - Großer Tierspaß,DUPLO®,10934,1½+,175.0,59.99,,,,,/de-de/product/creative-animals-10934,2022-03-22
Unser Wohnhaus,DUPLO®,10929,2+,129.0,59.99,,,,,/de-de/product/modular-playhouse-10929,2022-03-22
Rennwagen,DUPLO®,10947,2+,44.0,49.99,,,,,/de-de/product/race-cars-10947,2022-03-22
Badewannenspaß: Schwimmende Tierinsel,DUPLO®,10966,1½+,20.0,39.99,,,,,/de-de/product/bath-time-fun-floating-animal-island-10966,2022-03-22
Kreativer Bauspaß,DUPLO®,10978,1½+,120.0,39.99,,,,,/de-de/product/creative-building-time-10978,2022-03-22
Ausbruch des T. rex und Triceratops,Jurassic World™,10939,2+,36.0,29.99,,,,,/de-de/product/t-rex-and-triceratops-dinosaur-breakout-10939,2022-03-22
Familienabenteuer mit Campingbus,DUPLO®,10946,2+,30.0,29.99,,,,,/de-de/product/family-camping-van-adventure-10946,2022-03-22
Flugzeug und Flughafen,DUPLO®,10961,2+,28.0,29.99,,,,,/de-de/product/airplane-airport-10961,2022-03-22
LEGO® DUPLO® Steinebox,DUPLO®,10913,1½+,65.0,29.99,,,,,/de-de/product/brick-box-10913,2022-03-22
Mein erster ABC-Lastwagen,DUPLO®,10915,1½+,36.0,29.99,,,,,/de-de/product/alphabet-truck-10915,2022-03-22
Pferdestall und Ponypflege,DUPLO®,10951,2+,65.0,29.99,,,,,/de-de/product/horse-stable-and-pony-care-10951,2022-03-22
Spider-Mans Hauptquartier,Spider-Man,10940,2+,36.0,29.99,,,,,/de-de/product/spider-man-headquarters-10940,2022-03-22
Eisenbahnbrücke und Schienen,DUPLO®,10872,2-5,26.0,24.99,,,,,/de-de/product/train-bridge-and-tracks-10872,2022-03-22
Badewannenspaß: Schwimmender Tierzug,DUPLO®,10965,1½+,14.0,19.99,,,,,/de-de/product/bath-time-fun-floating-animal-train-10965,2022-03-22
Bagger und Laster,DUPLO®,10931,,20.0,19.99,,,,,/de-de/product/truck-tracked-excavator-10931,2022-03-22
Eisenbahn Schienen,DUPLO®,10882,2-5,23.0,19.99,,,,,/de-de/product/train-tracks-10882,2022-03-22
Mein erster Bauspaß,DUPLO®,10909,1½+,80.0,19.99,,,,,/de-de/product/heart-box-10909,2022-03-22
Mein erster Tierzug,DUPLO®,10955,1½+,15.0,19.99,,,,,/de-de/product/animal-train-10955,2022-03-22
Müllabfuhr und Wertstoffhof,DUPLO®,10945,2+,19.0,19.99,,,,,/de-de/product/garbage-truck-and-recycling-10945,2022-03-22
Spaceshuttle Weltraummission,DUPLO®,10944,2+,23.0,19.99,,,,,/de-de/product/space-shuttle-mission-10944,2022-03-22
Traktor und Tierpflege,DUPLO®,10950,2+,27.0,19.99,,,,,/de-de/product/farm-tractor-animal-care-10950,2022-03-22
Zahlenzug – Zählen lernen,DUPLO®,10954,1½+,23.0,19.99,,,,,/de-de/product/number-train-learn-to-count-10954,2022-03-22
Badewannenspaß: Schwimmender Panda,DUPLO®,10964,1½+,5.0,9.99,,,,,/de-de/product/bath-time-fun-floating-red-panda-10964,2022-03-22
Mein erster Feuerwehrhubschrauber und mein erstes Polizeiauto,DUPLO®,10957,1½+,14.0,9.99,,,,,/de-de/product/fire-helicopter-police-car-10957,2022-03-22
Mein erstes Einhorn,DUPLO®,10953,,8.0,9.99,,,,,/de-de/product/unicorn-10953,2022-03-22
Radlader,DUPLO®,10930,2+,10.0,9.99,,,,,/de-de/product/bulldozer-10930,2022-03-22
Tierpflege auf dem Bauernhof,DUPLO®,10949,,11.0,9.99,,,,,/de-de/product/farm-animal-care-10949,2022-03-22
Dinosaurier Kindergarten,DUPLO®,10938,2+,27.0,19.99,,,,,/de-de/product/dinosaur-nursery-10938,2022-03-22
Dampfeisenbahn,DUPLO®,10874,2-5,,59.99,,,,,/de-de/product/steam-train-10874,2022-03-22
Ferienhaus am Strand,Friends,41709,7+,686.0,69.99,,,,,/de-de/product/vacation-beach-house-41709,2022-03-22
Tiertagesstätte,Friends,41718,7+,593.0,64.99,,,,,/de-de/product/pet-day-care-centre-41718,2022-03-22
Tieradoptionscafé,Friends,41699,6+,292.0,29.99,,,,,/de-de/product/pet-adoption-cafe-41699,2022-03-22
Tierspielplatz,Friends,41698,5+,210.0,19.99,,,,,/de-de/product/pet-playground-41698,2022-03-22
Tierrettungswagen,Friends,41694,4+,54.0,9.99,,,,,/de-de/product/pet-clinic-ambulance-41694,2022-03-22
Partyboot von Heartlake City,Friends,41433,7+,640.0,79.99,,,,,/de-de/product/party-boat-41433,2022-03-22
Andreas Bühne & Auto,Friends,41390,6+,240.0,19.99,,,,,/de-de/product/andrea-s-car-stage-41390,2022-03-22
Andreas Schwimmstar-Würfel,Friends,41671,6+,59.0,9.99,,,,,/de-de/product/andrea-s-swimming-cube-41671,2022-03-22
Emmas Mode-Würfel,Friends,41668,6+,58.0,9.99,,,,,/de-de/product/emma-s-fashion-cube-41668,2022-03-22
Mias Fußball-Würfel,Friends,41669,6+,56.0,9.99,,,,,/de-de/product/mia-s-soccer-cube-41669,2022-03-22
Wohnblock,Friends,41704,8+,1682.0,149.99,,,,,/de-de/product/main-street-building-41704,2022-03-22
Heartlake City Hotel,Friends,41684,8+,1308.0,99.99,,,,,/de-de/product/heartlake-city-grand-hotel-41684,2022-03-22
Heartlake City Kaufhaus,Friends,41450,8+,1032.0,99.99,,,,,/de-de/product/heartlake-city-shopping-mall-41450,2022-03-22
Magische Jahrmarktachterbahn,Friends,41685,8+,974.0,99.99,,,,,/de-de/product/magical-funfair-roller-coaster-41685,2022-03-22
Freundschaftsbaumhaus,Friends,41703,8+,1114.0,79.99,,,,,/de-de/product/friendship-tree-house-41703,2022-03-22
Hausboot,Friends,41702,7+,737.0,74.99,,,,,/de-de/product/canal-houseboat-41702,2022-03-22
Andreas Haus,Friends,41449,6+,802.0,69.99,,,,,/de-de/product/andrea-s-family-house-41449,2022-03-22
Freundschaftsbus,Friends,41395,8+,778.0,69.99,,,,,/de-de/product/friendship-bus-41395,2022-03-22
Heartlake City Schule,Friends,41682,6+,605.0,69.99,,,,,/de-de/product/heartlake-city-school-41682,2022-03-22
Reiterhof im Wald,Friends,41683,7+,511.0,69.99,,,,,/de-de/product/forest-horseback-riding-center-41683,2022-03-22
Surfer-Strandhaus,Friends,41693,6+,,69.99,,,,,/de-de/product/surfer-beachfront-41693,2022-03-22
Magisches Riesenrad mit Rutsche,Friends,41689,7+,545.0,59.99,,,,,/de-de/product/magical-ferris-wheel-and-slide-41689,2022-03-22
Heartlake City Kino,Friends,41448,7+,451.0,49.99,,,,,/de-de/product/heartlake-city-movie-theater-41448,2022-03-22
Magischer Wohnwagen,Friends,41688,7+,348.0,49.99,,,,,/de-de/product/magical-caravan-41688,2022-03-22
Streetfood-Markt,Friends,41701,6+,592.0,49.99,,,,,/de-de/product/street-food-market-41701,2022-03-22
Wohnmobil- und Segelbootausflug,Friends,41681,7+,487.0,49.99,,,,,/de-de/product/forest-camper-van-and-sailboat-41681,2022-03-22
Die große Backshow,Friends,41393,6+,361.0,39.99,,,,,/de-de/product/baking-competition-41393,2022-03-22
Glamping am Strand,Friends,41700,6+,380.0,39.99,,,,,/de-de/product/beach-glamping-41700,2022-03-22
Baumhaus im Wald,Friends,41679,6+,326.0,29.99,,,,,/de-de/product/forest-house-41679,2022-03-22
Baumpflanzungsfahrzeug,Friends,41707,6+,336.0,29.99,,,,,/de-de/product/tree-planting-vehicle-41707,2022-03-22
Heartlake City Bio-Café,Friends,41444,6+,314.0,29.99,,,,,/de-de/product/heartlake-city-organic-cafe-41444,2022-03-22
Magische Jahrmarktbuden,Friends,41687,6+,361.0,29.99,,,,,/de-de/product/magical-funfair-stalls-41687,2022-03-22
Trainingskoppel und Pferdeanhänger,Friends,41441,4+,148.0,29.99,,,,,/de-de/product/horse-training-and-trailer-41441,2022-03-22
Hundetagespflege,Friends,41691,6+,221.0,19.99,,,,,/de-de/product/doggy-day-care-41691,2022-03-22
Magische Akrobatikshow,Friends,41686,6+,,19.99,,,,,/de-de/product/magical-acrobatics-41686,2022-03-22
Tierklinik,Friends,41695,4+,111.0,19.99,,,,,/de-de/product/pet-clinic-41695,2022-03-22
Olivias Elektroauto,Friends,41443,6+,183.0,14.99,,,,,/de-de/product/olivia-s-electric-car-41443,2022-03-22
Schildkröten-Rettungswagen,Friends,41697,6+,90.0,9.99,,,,,/de-de/product/turtle-protection-vehicle-41697,2022-03-22
Wasserfall im Wald,Friends,41677,5+,93.0,9.99,,,,,/de-de/product/forest-waterfall-41677,2022-03-22
Friends Belight Rucksack,Friends,5005919,5+,,44.99,,,,,/de-de/product/friends-belight-backpack-5005919,2022-03-22
Mobiler Katzensalon,Friends,41439,4+,60.0,9.99,,,,,/de-de/product/cat-grooming-car-41439,2022-03-22
Pralinenschachtel & Blume,Friends,30411,5+,75.0,3.99,,,,,/de-de/product/chocolate-box-flower-30411,2022-03-22
Winkelgasse,Harry Potter™,75978,16+,5544.0,399.99,,,,,/de-de/product/diagon-alley-75978,2022-03-22
Hogwarts™ Zauberkoffer,Harry Potter™,76399,8+,603.0,59.99,,,,,/de-de/product/hogwarts-magical-trunk-76399,2022-03-22
Hogwarts™ Krankenflügel,Harry Potter™,76398,8+,510.0,49.99,,,,,/de-de/product/hogwarts-hospital-wing-76398,2022-03-22
Hogwarts™ Moment: Verteidigungsunterricht,Harry Potter™,76397,8+,257.0,29.99,,,,,/de-de/product/hogwarts-moment-defence-class-76397,2022-03-22
Hogwarts™ Moment: Wahrsageunterricht,Harry Potter™,76396,8+,297.0,29.99,,,,,/de-de/product/hogwarts-moment-divination-class-76396,2022-03-22
Schloss Hogwarts™,Harry Potter™,71043,16+,6020.0,419.99,,,,,/de-de/product/hogwarts-castle-71043,2022-03-22
Hogwarts™ Ikonen – Sammler-Edition,Harry Potter™,76391,18+,3010.0,249.99,,"H: 18"" (44cm)","B: 20"" (50cm)","T: 13"" (33cm)",/de-de/product/hogwarts-icons-collectors-edition-76391,2022-03-22
Harry Potter™ & Hermine Granger™,Harry Potter™,76393,10+,1673.0,129.99,,,,,/de-de/product/harry-potter-hermione-granger-76393,2022-03-22
Harry Potter™ Hogwarts™ Wappen,Harry Potter™,31201,18+,4249.0,119.99,,,,,/de-de/product/harry-potter-hogwarts-crests-31201,2022-03-22
Angriff auf den Fuchsbau,Harry Potter™,75980,9+,1047.0,99.99,,,,,/de-de/product/attack-on-the-burrow-75980,2022-03-22
Astronomieturm auf Schloss Hogwarts™,Harry Potter™,75969,9+,971.0,99.99,,,,,/de-de/product/hogwarts-astronomy-tower-75969,2022-03-22
Hogwarts™ Uhrenturm,Harry Potter™,75948,9+,922.0,99.99,,,,,/de-de/product/hogwarts-clock-tower-75948,2022-03-22
Hogwarts™ Express,Harry Potter™,75955,8-14,801.0,89.99,,,,,/de-de/product/hogwarts-express-75955,2022-03-22
Besuch in Hogsmeade™,Harry Potter™,76388,8+,851.0,79.99,,"H: 9"" (22cm)","B: 12"" (30cm)","T: 4"" (9cm)",/de-de/product/hogsmeade-village-visit-76388,2022-03-22
Ligusterweg 4,Harry Potter™,75968,8+,797.0,69.99,,,,,/de-de/product/4-privet-drive-75968,2022-03-22
"Fawkes, Dumbledores Phönix",Harry Potter™,76394,10+,597.0,39.99,,,,,/de-de/product/fawkes-dumbledore-s-phoenix-76394,2022-03-22
Hogwarts™: Begegnung mit Fluffy,Harry Potter™,76387,8+,397.0,39.99,,"H: 12"" (30cm)","B: 8"" (19cm)","T: 3"" (7cm)",/de-de/product/hogwarts-fluffy-encounter-76387,2022-03-22
Hogwarts™ Moment: Verwandlungsunterricht,Harry Potter™,76382,8+,241.0,29.99,,,,,/de-de/product/hogwarts-moment-transfiguration-class-76382,2022-03-22
Hogwarts™ Moment: Zaubertrankunterricht,Harry Potter™,76383,8+,271.0,29.99,,,,,/de-de/product/hogwarts-moment-potions-class-76383,2022-03-22
Hogwarts™: Erste Flugstunde,Harry Potter™,76395,7+,264.0,29.99,,"H: 6"" (15cm)","B: 8"" (20cm)","T: 3"" (6cm)",/de-de/product/hogwarts-first-flying-lesson-76395,2022-03-22
Hogwarts™: Misslungener Vielsafttrank,Harry Potter™,76386,7+,217.0,19.99,,"H: 4"" (8cm)","B: 5"" (12cm)","T: 3"" (6cm)",/de-de/product/hogwarts-polyjuice-potion-mistake-76386,2022-03-22
LEGO® Harry Potter™ Abenteuer selbst gebaut,Harry Potter™,5007026,6+,,24.95,,,,,/de-de/product/lego-harry-potter-build-your-own-adventure-5007026,2022-03-22
Magical Treasury,Harry Potter™,5006810,6+,,19.99,,,,,/de-de/product/magical-treasury-5006810,2022-03-22
Schlüsselanhänger mit Ron,Harry Potter™,854116,6+,,4.99,,,,,/de-de/product/ron-keyring-854116,2022-03-22
Hogwarts™ Kammer des Schreckens,Harry Potter™,76389,9+,,139.99,,"H: 16"" (40cm)","B: 16"" (40cm)","T: 5"" (11cm)",/de-de/product/hogwarts-chamber-of-secrets-76389,2022-03-22
Hogwarts™ Zauberschach,Harry Potter™,76392,10+,876.0,69.99,,"H: 4"" (8cm)","B: 11"" (27cm)","T: 11"" (27cm)",/de-de/product/hogwarts-wizard-s-chess-76392,2022-03-22
Hogwarts™ Moment: Zauberkunstunterricht,Harry Potter™,76385,8+,256.0,29.99,,,,,/de-de/product/hogwarts-moment-charms-class-76385,2022-03-22
Schlüsselanhänger mit Harry Potter™,Harry Potter™,854114,6+,,4.99,,,,,/de-de/product/harry-potter-keyring-854114,2022-03-22
Schlüsselanhänger mit Hermine,Harry Potter™,854115,6+,,4.99,,,,,/de-de/product/hermione-keyring-854115,2022-03-22
Globus,Ideas,21332,18+,,199.99,,"H: 16"" (40cm)","B: 12"" (30cm)","T: 11"" (26cm)",/de-de/product/the-globe-21332,2022-03-22
Seinfeld,Ideas,21328,18+,1326.0,79.99,,"H: 6"" (14cm)","B: 13"" (33cm)","T: 8"" (18cm)",/de-de/product/seinfeld-21328,2022-03-22
Sonic the Hedgehog™ – Green Hill Zone,Ideas,21331,18+,1125.0,69.99,,"H: 7"" (17cm)","B: 15"" (36cm)","T: 3"" (6cm)",/de-de/product/sonic-the-hedgehog-green-hill-zone-21331,2022-03-22
Konzertflügel,Ideas,21323,18+,3662.0,349.99,,"H: 10"" (23cm)","B: 13"" (31cm)","T: 15"" (36cm)",/de-de/product/grand-piano-21323,2022-03-22
LEGO® Ideas Home Alone,Ideas,21330,18+,3955.0,249.99,,"H: 11"" (27cm)","B: 14"" (34cm)","T: 15"" (37cm)",/de-de/product/lego-ideas-home-alone-21330,2022-03-22
Baumhaus,Ideas,21318,16+,3036.0,199.99,,,,,/de-de/product/tree-house-21318,2022-03-22
Schreibmaschine,Ideas,21327,18+,2079.0,199.99,,"H: 5"" (11cm)","B: 11"" (27cm)","T: 11"" (26cm)",/de-de/product/typewriter-21327,2022-03-22
Mittelalterliche Schmiede,Ideas,21325,18+,2164.0,149.99,,"H: 11"" (27cm)","B: 11"" (27cm)","T: 9"" (21cm)",/de-de/product/medieval-blacksmith-21325,2022-03-22
